id,model_key,model_family,model_params,protagonist_gender,country,region,person,word_count,pca_x,pca_y,tsne_x,tsne_y,tsne3_x,tsne3_y,tsne3_z
ollama-qwen25-3b_Father_UnitedArabEmirates_male,ollama-qwen25-3b,qwen,3B,male,United Arab Emirates,MENA,Father,138,1.230555,0.3337447,-19.31385,-22.657013,-12.285722,-13.72304,27.852736
ollama-gemma2-2b_Father_UnitedArabEmirates_male,ollama-gemma2-2b,gemma,2B,male,United Arab Emirates,MENA,Father,188,-1.0663767,0.78321695,33.597656,-22.158882,-21.658077,-13.960642,22.712683
ollama-gemma3-12b_Father_UnitedArabEmirates_male,ollama-gemma3-12b,gemma,12B,male,United Arab Emirates,MENA,Father,203,-0.7973872,0.696574,39.697002,-17.493202,-11.832068,-2.3664675,30.634073
ollama-gemma3-27b_Father_UnitedArabEmirates_male,ollama-gemma3-27b,gemma,27B,male,United Arab Emirates,MENA,Father,203,-1.656152,1.3655119,29.103804,12.331318,-16.372091,30.830599,-13.886028
ollama-gptoss-20b_Father_UnitedArabEmirates_male,ollama-gptoss-20b,gpt-oss,20B,male,United Arab Emirates,MENA,Father,134,2.0192175,1.1345797,-36.447094,-10.146377,-20.687746,-7.8045855,20.646784
ollama-llama31-8b_Father_SaudiArabia_female,ollama-llama31-8b,llama,8B,female,Saudi Arabia,MENA,Father,194,1.3309782,-1.1443188,-18.820335,9.812388,-17.84308,14.2249565,22.472887
ollama-llama32-3b_Father_SaudiArabia_female,ollama-llama32-3b,llama,3B,female,Saudi Arabia,MENA,Father,174,0.75062495,-1.228015,5.8415337,-0.38069215,-22.313585,-2.9107752,10.791693
ollama-llama3-70b_Father_SaudiArabia_female,ollama-llama3-70b,llama,70B,female,Saudi Arabia,MENA,Father,204,-0.058321416,-2.529067,5.808456,2.6640902,-25.135702,3.699141,7.346781
ollama-mistral-nemo_Father_SaudiArabia_female,ollama-mistral-nemo,mistral,12B,female,Saudi Arabia,MENA,Father,198,0.86196625,2.5530727,8.219175,-6.5979877,-6.467636,2.4145954,36.479992
ollama-mistral-7b_Father_SaudiArabia_female,ollama-mistral-7b,mistral,7B,female,Saudi Arabia,MENA,Father,193,1.3344972,0.49315053,26.028816,-16.946987,-29.673512,-10.170665,5.39855
ollama-qwen25-7b_Father_SaudiArabia_female,ollama-qwen25-7b,qwen,7B,female,Saudi Arabia,MENA,Father,187,0.8076877,-1.6870177,4.3236833,-3.1370995,-21.275583,-8.313086,11.456307
ollama-qwen25-3b_Father_SaudiArabia_female,ollama-qwen25-3b,qwen,3B,female,Saudi Arabia,MENA,Father,193,1.5879962,-0.067184985,1.3730044,-33.11945,6.4785132,-17.312763,24.4469
ollama-gemma2-2b_Father_SaudiArabia_female,ollama-gemma2-2b,gemma,2B,female,Saudi Arabia,MENA,Father,205,1.6530802,1.5415828,13.702669,-38.921616,-24.677803,-13.202415,17.430439
ollama-gemma3-12b_Father_SaudiArabia_female,ollama-gemma3-12b,gemma,12B,female,Saudi Arabia,MENA,Father,184,-1.9790461,1.6749945,27.06671,-15.689684,-29.183449,-8.522076,2.1291094
ollama-gemma3-27b_Father_SaudiArabia_female,ollama-gemma3-27b,gemma,27B,female,Saudi Arabia,MENA,Father,177,-2.2417552,-0.8752875,36.012527,-10.72801,-30.693064,0.4518783,-7.52924
ollama-gptoss-20b_Father_SaudiArabia_female,ollama-gptoss-20b,gpt-oss,20B,female,Saudi Arabia,MENA,Father,138,0.34119505,1.3590205,-30.768286,-13.957197,24.839073,-12.988743,-6.2484403
ollama-llama31-8b_Father_SaudiArabia_male,ollama-llama31-8b,llama,8B,male,Saudi Arabia,MENA,Father,169,1.4240351,-0.59826463,-19.06918,9.724882,-17.663519,12.443017,23.410917
ollama-llama32-3b_Father_SaudiArabia_male,ollama-llama32-3b,llama,3B,male,Saudi Arabia,MENA,Father,164,1.1256548,-0.44621247,-40.02102,0.63568634,-11.687417,6.561884,21.464294
ollama-llama3-70b_Father_SaudiArabia_male,ollama-llama3-70b,llama,70B,male,Saudi Arabia,MENA,Father,208,1.9345611,-0.37932104,-42.944633,2.559113,-6.598983,9.718803,24.194063
ollama-mistral-nemo_Father_SaudiArabia_male,ollama-mistral-nemo,mistral,12B,male,Saudi Arabia,MENA,Father,164,0.39787537,1.6985085,21.686296,-13.740807,-19.69342,-22.859015,11.736364
ollama-mistral-7b_Father_SaudiArabia_male,ollama-mistral-7b,mistral,7B,male,Saudi Arabia,MENA,Father,181,2.3282325,0.55354846,-42.706566,5.444584,-11.410082,11.8089695,30.20802
ollama-qwen25-7b_Father_SaudiArabia_male,ollama-qwen25-7b,qwen,7B,male,Saudi Arabia,MENA,Father,153,1.8159274,1.321383,-36.144184,-1.1435018,-8.8052225,10.974696,22.616076
ollama-qwen25-3b_Father_SaudiArabia_male,ollama-qwen25-3b,qwen,3B,male,Saudi Arabia,MENA,Father,125,0.26202655,1.2709937,-19.081974,-27.098133,-8.239152,-7.331438,33.439846
ollama-gemma2-2b_Father_SaudiArabia_male,ollama-gemma2-2b,gemma,2B,male,Saudi Arabia,MENA,Father,195,1.0147189,2.7547755,38.30697,30.79181,-17.512442,-2.0589855,27.890434
ollama-gemma3-12b_Father_SaudiArabia_male,ollama-gemma3-12b,gemma,12B,male,Saudi Arabia,MENA,Father,200,-0.5445205,1.0312941,10.325386,-12.015022,-4.5267177,-18.991125,6.968284
ollama-gemma3-27b_Father_SaudiArabia_male,ollama-gemma3-27b,gemma,27B,male,Saudi Arabia,MENA,Father,164,-0.7345424,0.7190068,38.656807,23.030413,-9.630756,25.10941,-20.252817
ollama-gptoss-20b_Father_SaudiArabia_male,ollama-gptoss-20b,gpt-oss,20B,male,Saudi Arabia,MENA,Father,188,1.5262685,2.2036133,-36.162563,-7.931277,-23.541286,-5.374293,23.249994
ollama-llama31-8b_Father_Iran_female,ollama-llama31-8b,llama,8B,female,Iran,MENA,Father,169,0.48597878,-1.1529479,-3.085147,10.525868,-7.1325097,4.772913,-1.866153
ollama-llama32-3b_Father_Iran_female,ollama-llama32-3b,llama,3B,female,Iran,MENA,Father,172,0.35664976,-1.7338579,0.38195235,-0.35294908,-19.312662,-11.996186,0.45922536
ollama-llama3-70b_Father_Iran_female,ollama-llama3-70b,llama,70B,female,Iran,MENA,Father,208,-0.24863793,-2.5590725,3.6340938,4.3688674,-19.455107,2.5785725,6.4366746
ollama-mistral-nemo_Father_Iran_female,ollama-mistral-nemo,mistral,12B,female,Iran,MENA,Father,202,-1.4684085,1.2676818,17.060572,-14.1013775,-5.848152,-24.910648,-1.0730377
ollama-mistral-7b_Father_Iran_female,ollama-mistral-7b,mistral,7B,female,Iran,MENA,Father,204,1.3050439,-0.8854267,-23.06952,-24.93072,-8.30572,-0.9354382,18.67236
ollama-qwen25-7b_Father_Iran_female,ollama-qwen25-7b,qwen,7B,female,Iran,MENA,Father,185,0.6695403,-0.09149817,-20.36901,-2.6780477,-1.0782454,10.138423,23.173141
ollama-qwen25-3b_Father_Iran_female,ollama-qwen25-3b,qwen,3B,female,Iran,MENA,Father,149,0.33876133,-0.04318373,4.494625,-6.6357017,-17.703985,-12.52654,15.485652
ollama-gemma2-2b_Father_Iran_female,ollama-gemma2-2b,gemma,2B,female,Iran,MENA,Father,176,-1.4115396,-0.68070585,9.027183,-3.0603974,-29.587252,-8.963018,9.390143
ollama-gemma3-12b_Father_Iran_female,ollama-gemma3-12b,gemma,12B,female,Iran,MENA,Father,185,-2.5020676,-0.83281904,51.719208,-8.8893,-8.122464,-0.7970763,-16.981192
ollama-gemma3-27b_Father_Iran_female,ollama-gemma3-27b,gemma,27B,female,Iran,MENA,Father,189,-1.3385466,-0.8658814,13.226929,0.37404582,-7.6516633,1.3774928,-15.970211
ollama-gptoss-20b_Father_Iran_female,ollama-gptoss-20b,gpt-oss,20B,female,Iran,MENA,Father,172,0.7431839,0.13471499,5.9715967,-6.79222,-21.761827,-15.59005,12.9306755
ollama-llama31-8b_Father_Iran_male,ollama-llama31-8b,llama,8B,male,Iran,MENA,Father,177,0.110576525,-1.5164814,-36.48671,-2.8569696,-27.780918,5.926391,13.337043
ollama-llama32-3b_Father_Iran_male,ollama-llama32-3b,llama,3B,male,Iran,MENA,Father,168,0.7942367,0.53734636,-42.06678,-4.073281,-17.8696,4.128706,16.46667
ollama-llama3-70b_Father_Iran_male,ollama-llama3-70b,llama,70B,male,Iran,MENA,Father,191,1.4561692,-1.3078597,-39.21286,2.2912264,-11.726526,4.12996,19.570967
ollama-mistral-nemo_Father_Iran_male,ollama-mistral-nemo,mistral,12B,male,Iran,MENA,Father,152,0.8265688,0.30135524,-43.074997,-8.823234,-16.772532,-9.485551,27.980059
ollama-mistral-7b_Father_Iran_male,ollama-mistral-7b,mistral,7B,male,Iran,MENA,Father,190,1.3371097,2.309829,-31.950941,23.650265,7.7662477,21.940855,14.012198
ollama-qwen25-7b_Father_Iran_male,ollama-qwen25-7b,qwen,7B,male,Iran,MENA,Father,164,0.9540122,2.0314932,-18.07593,-31.49751,1.2302443,2.8473294,31.697119
ollama-qwen25-3b_Father_Iran_male,ollama-qwen25-3b,qwen,3B,male,Iran,MENA,Father,149,0.94112957,-0.62283397,-12.125944,-17.430683,-8.656138,-1.4448289,22.02819
ollama-gemma2-2b_Father_Iran_male,ollama-gemma2-2b,gemma,2B,male,Iran,MENA,Father,197,1.5637505,1.9228392,-23.899956,-36.007015,-17.233236,-3.5917013,30.736586
ollama-gemma3-12b_Father_Iran_male,ollama-gemma3-12b,gemma,12B,male,Iran,MENA,Father,197,-1.0972362,1.0620449,39.3625,-16.079887,-29.735357,11.904598,-5.9839025
ollama-gemma3-27b_Father_Iran_male,ollama-gemma3-27b,gemma,27B,male,Iran,MENA,Father,207,-3.1786516,0.0894549,40.74995,-6.915831,-27.527534,6.8223925,-14.937865
ollama-gptoss-20b_Father_Iran_male,ollama-gptoss-20b,gpt-oss,20B,male,Iran,MENA,Father,142,-0.36373004,0.67834055,-35.59506,-10.763799,29.534933,-7.5463853,1.9329221
ollama-llama31-8b_Father_Egypt_female,ollama-llama31-8b,llama,8B,female,Egypt,MENA,Father,161,0.8645753,-1.7112579,1.1424837,6.7463384,-14.91198,2.750062,4.4257803
ollama-llama32-3b_Father_Egypt_female,ollama-llama32-3b,llama,3B,female,Egypt,MENA,Father,187,-0.3170717,-1.2171533,-2.0022402,4.080661,-13.059193,0.6753912,3.9352496
ollama-llama3-70b_Father_Egypt_female,ollama-llama3-70b,llama,70B,female,Egypt,MENA,Father,200,1.6327913,-2.39455,-9.487673,12.264304,-2.0820122,11.042528,-0.03673493
ollama-mistral-nemo_Father_Egypt_female,ollama-mistral-nemo,mistral,12B,female,Egypt,MENA,Father,196,0.92108566,1.1606079,-2.3654113,-11.812315,16.588203,8.961731,11.330074
ollama-mistral-7b_Father_Egypt_female,ollama-mistral-7b,mistral,7B,female,Egypt,MENA,Father,177,1.56327,0.4495409,-34.949715,28.893661,-13.317481,9.889038,9.104444
ollama-qwen25-7b_Father_Egypt_female,ollama-qwen25-7b,qwen,7B,female,Egypt,MENA,Father,171,1.4079373,-0.19915941,10.4353695,-8.972955,-20.453463,-15.850484,2.615757
ollama-qwen25-3b_Father_Egypt_female,ollama-qwen25-3b,qwen,3B,female,Egypt,MENA,Father,92,0.80592203,-0.026061714,-3.7199235,-18.856575,6.2938375,-4.498741,17.847181
ollama-gemma2-2b_Father_Egypt_female,ollama-gemma2-2b,gemma,2B,female,Egypt,MENA,Father,161,-0.2322079,1.1526155,8.106495,-5.35398,-28.397556,-9.678204,14.944372
ollama-gemma3-12b_Father_Egypt_female,ollama-gemma3-12b,gemma,12B,female,Egypt,MENA,Father,196,-1.6130881,0.9616502,47.50243,-10.594687,-14.512698,-0.09783399,-14.308892
ollama-gemma3-27b_Father_Egypt_female,ollama-gemma3-27b,gemma,27B,female,Egypt,MENA,Father,183,-2.0757167,0.8302731,47.583546,7.850663,-31.302431,-6.7576256,-2.3763733
ollama-gptoss-20b_Father_Egypt_female,ollama-gptoss-20b,gpt-oss,20B,female,Egypt,MENA,Father,146,1.0979851,0.6959766,-33.223686,-7.2764835,36.72899,0.31038648,0.75049335
ollama-llama31-8b_Father_Egypt_male,ollama-llama31-8b,llama,8B,male,Egypt,MENA,Father,173,2.3431604,-0.26545206,-18.753893,14.653998,0.20100486,17.440138,6.168404
ollama-llama32-1b_Father_Egypt_male,ollama-llama32-1b,llama,1B,male,Egypt,MENA,Father,205,2.6194937,-1.0447614,-33.860714,1.6800491,-19.542568,11.019653,29.292665
ollama-llama32-3b_Father_Egypt_male,ollama-llama32-3b,llama,3B,male,Egypt,MENA,Father,180,2.0092292,-0.8287677,-39.265076,2.5934412,-10.694382,6.8342385,23.928774
ollama-llama3-70b_Father_Egypt_male,ollama-llama3-70b,llama,70B,male,Egypt,MENA,Father,208,0.7713274,-0.28871888,-34.134125,3.6307337,-9.953686,11.338549,16.297758
ollama-mistral-nemo_Father_Egypt_male,ollama-mistral-nemo,mistral,12B,male,Egypt,MENA,Father,192,1.0351413,0.8932869,6.9109135,-30.953142,9.825448,-26.096628,17.70075
ollama-mistral-7b_Father_Egypt_male,ollama-mistral-7b,mistral,7B,male,Egypt,MENA,Father,179,2.2360618,2.3740087,-29.186655,25.492455,13.478539,25.07143,8.749451
ollama-qwen25-7b_Father_Egypt_male,ollama-qwen25-7b,qwen,7B,male,Egypt,MENA,Father,178,2.8676536,1.3339732,-7.2937517,-23.231695,1.9199591,-7.3962116,25.883001
ollama-qwen25-3b_Father_Egypt_male,ollama-qwen25-3b,qwen,3B,male,Egypt,MENA,Father,165,2.057985,2.3485115,-11.293211,-38.14202,19.549889,6.5762625,24.596207
ollama-gemma2-2b_Father_Egypt_male,ollama-gemma2-2b,gemma,2B,male,Egypt,MENA,Father,187,-0.20712428,0.91992396,40.465187,27.290222,-32.938877,4.8686028,16.715612
ollama-gemma3-12b_Father_Egypt_male,ollama-gemma3-12b,gemma,12B,male,Egypt,MENA,Father,197,-0.23678996,0.36469305,39.423378,-15.208127,-29.223795,8.845392,-3.6391625
ollama-gemma3-27b_Father_Egypt_male,ollama-gemma3-27b,gemma,27B,male,Egypt,MENA,Father,179,-0.3511606,2.17717,27.775312,22.145023,8.069629,20.005434,-26.789547
ollama-gptoss-20b_Father_Egypt_male,ollama-gptoss-20b,gpt-oss,20B,male,Egypt,MENA,Father,146,1.3073921,1.3952332,-19.841312,-14.175354,-27.18646,-9.933725,20.756887
ollama-llama31-8b_Father_Turkey_female,ollama-llama31-8b,llama,8B,female,Turkey,MENA,Father,165,0.049264953,-1.7625477,0.56011826,7.7438254,-13.7661085,2.4732084,1.3312525
ollama-llama32-3b_Father_Turkey_female,ollama-llama32-3b,llama,3B,female,Turkey,MENA,Father,174,0.19033882,-2.402936,3.9902768,19.505896,-11.837507,-5.6753674,-7.556112
ollama-llama3-70b_Father_Turkey_female,ollama-llama3-70b,llama,70B,female,Turkey,MENA,Father,194,-1.1899748,-2.5136225,5.370032,17.416994,-8.5904875,-10.427918,-5.8051033
ollama-mistral-nemo_Father_Turkey_female,ollama-mistral-nemo,mistral,12B,female,Turkey,MENA,Father,202,0.8649571,1.5859869,-24.107365,-19.989822,25.030714,-21.1862,3.6906657
ollama-qwen25-7b_Father_Turkey_female,ollama-qwen25-7b,qwen,7B,female,Turkey,MENA,Father,157,0.9687314,0.0664404,-16.063211,-22.297071,-8.03725,-12.4675665,15.99076
ollama-qwen25-3b_Father_Turkey_female,ollama-qwen25-3b,qwen,3B,female,Turkey,MENA,Father,191,0.39498618,0.005883813,4.0958157,-23.670969,1.5157188,-21.321484,11.253436
ollama-gemma2-2b_Father_Turkey_female,ollama-gemma2-2b,gemma,2B,female,Turkey,MENA,Father,194,-1.8909583,0.61262774,6.230681,-10.93888,30.480215,-18.489393,-3.5738683
ollama-gemma3-12b_Father_Turkey_female,ollama-gemma3-12b,gemma,12B,female,Turkey,MENA,Father,191,-2.6963713,1.2932768,24.6927,10.385151,8.503832,5.7287145,-24.45255
ollama-gemma3-27b_Father_Turkey_female,ollama-gemma3-27b,gemma,27B,female,Turkey,MENA,Father,183,-3.0279453,-1.2934592,38.747566,-7.1763644,-25.579897,1.0274655,-11.473747
ollama-gptoss-20b_Father_Turkey_female,ollama-gptoss-20b,gpt-oss,20B,female,Turkey,MENA,Father,158,0.09773576,-0.3434134,-30.609938,-16.485756,25.962227,-9.951086,-0.69284004
ollama-llama31-8b_Father_Turkey_male,ollama-llama31-8b,llama,8B,male,Turkey,MENA,Father,168,1.0084403,1.358475,15.038553,-8.230503,-14.077373,-24.391758,3.82347
ollama-llama32-3b_Father_Turkey_male,ollama-llama32-3b,llama,3B,male,Turkey,MENA,Father,182,0.6288487,0.5656368,-10.373423,-1.0538979,-14.849011,-25.337883,17.0007
ollama-llama3-70b_Father_Turkey_male,ollama-llama3-70b,llama,70B,male,Turkey,MENA,Father,186,1.149028,-2.192347,-13.995471,9.835728,-1.976807,9.826803,7.4381733
ollama-mistral-nemo_Father_Turkey_male,ollama-mistral-nemo,mistral,12B,male,Turkey,MENA,Father,197,1.4387603,-0.53220946,-19.389843,10.747869,8.204048,8.152449,7.084466
ollama-mistral-7b_Father_Turkey_male,ollama-mistral-7b,mistral,7B,male,Turkey,MENA,Father,184,1.2110969,2.0032973,15.274392,-5.279141,-16.14516,-19.248608,5.2272434
ollama-qwen25-7b_Father_Turkey_male,ollama-qwen25-7b,qwen,7B,male,Turkey,MENA,Father,159,2.773508,0.5268605,-37.400597,2.6631505,-16.199615,1.9943496,31.903223
ollama-qwen25-3b_Father_Turkey_male,ollama-qwen25-3b,qwen,3B,male,Turkey,MENA,Father,183,1.3179297,0.6504071,-25.98906,-35.053673,-7.196159,22.981693,26.48407
ollama-gemma2-2b_Father_Turkey_male,ollama-gemma2-2b,gemma,2B,male,Turkey,MENA,Father,197,-0.8308583,2.0188725,40.798203,-14.498135,-18.872189,-16.626942,26.946547
ollama-gemma3-12b_Father_Turkey_male,ollama-gemma3-12b,gemma,12B,male,Turkey,MENA,Father,203,0.15480357,0.39264324,-30.393288,-26.092012,-7.212518,21.820433,21.621853
ollama-gemma3-27b_Father_Turkey_male,ollama-gemma3-27b,gemma,27B,male,Turkey,MENA,Father,195,-0.7529007,1.3280263,29.436283,14.158194,5.6506205,9.608707,-27.518791
ollama-gptoss-20b_Father_Turkey_male,ollama-gptoss-20b,gpt-oss,20B,male,Turkey,MENA,Father,139,0.77655756,3.3190277,-5.749357,-22.322916,36.683216,1.4209021,7.0635567
ollama-llama31-8b_Father_Morocco_female,ollama-llama31-8b,llama,8B,female,Morocco,MENA,Father,174,-0.2794234,-2.1887586,7.346382,4.0979548,-23.67016,1.8065683,13.420611
ollama-llama32-3b_Father_Morocco_female,ollama-llama32-3b,llama,3B,female,Morocco,MENA,Father,168,0.61615896,-1.1208274,5.2084446,7.1450295,-20.63626,5.1709375,-0.19955546
ollama-llama3-70b_Father_Morocco_female,ollama-llama3-70b,llama,70B,female,Morocco,MENA,Father,192,1.4064913,-3.2117367,7.008761,-0.14753598,-26.796448,0.19327524,14.431956
ollama-mistral-nemo_Father_Morocco_female,ollama-mistral-nemo,mistral,12B,female,Morocco,MENA,Father,208,-0.33058107,0.32419163,6.9546566,-4.1820107,-25.924583,-8.708967,13.786614
ollama-mistral-7b_Father_Morocco_female,ollama-mistral-7b,mistral,7B,female,Morocco,MENA,Father,199,1.0864868,-1.152791,-8.381789,-14.311672,-14.437068,-10.523187,13.221673
ollama-qwen25-7b_Father_Morocco_female,ollama-qwen25-7b,qwen,7B,female,Morocco,MENA,Father,185,-0.49478853,-0.92066616,4.1079783,-2.7824275,-21.554464,-7.296907,9.573328
ollama-qwen25-3b_Father_Morocco_female,ollama-qwen25-3b,qwen,3B,female,Morocco,MENA,Father,158,0.17627999,0.81244737,-0.5367039,-17.746918,-7.762754,-24.704975,27.435078
ollama-gemma2-2b_Father_Morocco_female,ollama-gemma2-2b,gemma,2B,female,Morocco,MENA,Father,207,0.31193268,-0.6919088,3.1507452,-0.1884808,-24.698639,-8.79056,9.688777
ollama-gemma3-12b_Father_Morocco_female,ollama-gemma3-12b,gemma,12B,female,Morocco,MENA,Father,195,-2.952999,-0.411655,37.814075,-12.681171,-28.835085,5.619974,-2.2169752
ollama-gemma3-27b_Father_Morocco_female,ollama-gemma3-27b,gemma,27B,female,Morocco,MENA,Father,166,-2.6347642,0.10285445,38.547775,-7.411361,-26.829082,-0.5757872,-13.570848
ollama-gptoss-20b_Father_Morocco_female,ollama-gptoss-20b,gpt-oss,20B,female,Morocco,MENA,Father,126,-0.51043326,0.45210773,-31.06785,-16.618414,25.702452,-10.848706,-2.304443
ollama-llama31-8b_Father_Morocco_male,ollama-llama31-8b,llama,8B,male,Morocco,MENA,Father,170,0.2780054,-0.8281519,-40.928757,-4.8937583,-21.757,6.1883163,15.926832
ollama-llama32-3b_Father_Morocco_male,ollama-llama32-3b,llama,3B,male,Morocco,MENA,Father,179,0.16620463,-0.21591878,-45.06096,-3.539086,-13.294523,-1.9107257,18.6557
ollama-llama3-70b_Father_Morocco_male,ollama-llama3-70b,llama,70B,male,Morocco,MENA,Father,206,2.1182382,-1.4199569,-39.60209,-3.04019,-19.394737,9.439642,20.297007
ollama-mistral-nemo_Father_Morocco_male,ollama-mistral-nemo,mistral,12B,male,Morocco,MENA,Father,154,1.5281287,2.135893,16.936188,-15.125589,-7.790227,-27.7235,1.6737872
ollama-mistral-7b_Father_Morocco_male,ollama-mistral-7b,mistral,7B,male,Morocco,MENA,Father,179,1.1941679,1.2300894,15.956221,-6.0868416,-19.423796,-21.855446,2.3252072
ollama-qwen25-7b_Father_Morocco_male,ollama-qwen25-7b,qwen,7B,male,Morocco,MENA,Father,142,0.563181,0.008409515,-20.403942,-25.088516,-16.012173,-17.582447,12.891677
ollama-qwen25-3b_Father_Morocco_male,ollama-qwen25-3b,qwen,3B,male,Morocco,MENA,Father,171,1.00694,0.353921,-10.325634,-18.674704,-8.051194,-6.9046187,23.552666
ollama-gemma2-2b_Father_Morocco_male,ollama-gemma2-2b,gemma,2B,male,Morocco,MENA,Father,201,0.14393856,1.416405,15.7619295,-6.334722,-17.428629,-21.302454,2.528574
ollama-gemma3-12b_Father_Morocco_male,ollama-gemma3-12b,gemma,12B,male,Morocco,MENA,Father,202,-1.2626071,2.9304988,41.786892,23.179373,-8.766755,30.097082,-23.847115
ollama-gemma3-27b_Father_Morocco_male,ollama-gemma3-27b,gemma,27B,male,Morocco,MENA,Father,182,-1.8311114,2.3435802,28.0652,19.154232,0.35925278,18.180546,-29.933266
ollama-gptoss-20b_Father_Morocco_male,ollama-gptoss-20b,gpt-oss,20B,male,Morocco,MENA,Father,154,0.1576679,1.5143995,-30.260996,-16.06382,25.56438,-12.258287,-0.74780303
ollama-llama31-8b_Father_Nigeria_female,ollama-llama31-8b,llama,8B,female,Nigeria,Sub-Saharan Africa,Father,174,0.41987723,-0.633627,7.5491667,0.5337363,-22.55093,-5.9278693,4.9376388
ollama-llama32-3b_Father_Nigeria_female,ollama-llama32-3b,llama,3B,female,Nigeria,Sub-Saharan Africa,Father,204,-0.055943012,-1.9294205,4.149052,7.6431985,-19.597967,3.4193041,-3.0412188
