model_key,country,axis,intercept_1,N,C,P,NC,NP,CP,NCP
anthropic-haiku45,Greece,trait,-0.14384103622589045,0.27465307216702745,-0.27465307216702745,-1.3877787807814457e-17,-2.7755575615628914e-17,0.2746530721670274,0.2746530721670274,-1.3877787807814457e-17
anthropic-haiku45,India,domain,0.01856933679039216,0.11224269915074482,-0.4370634451833101,-0.7117165173503375,0.16241037301628258,-0.11224269915074482,0.4370634451833101,-0.16241037301628258
anthropic-haiku45,India,role,2.1336106826289685,-0.15221399752615494,0.09741821000162681,-0.32768421265832987,-0.005267331300625344,-0.17495694207758666,0.07467526545019515,0.05916641772033199
anthropic-haiku45,India,trait,-0.6931471805599453,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0
anthropic-haiku45,Indonesia,domain,-0.04754893381950606,0.24323876863191418,-0.24323876863191418,-0.6455982467404393,0.15912070947661094,-0.24323876863191418,0.24323876863191418,-0.1591207094766109
anthropic-haiku45,Indonesia,role,2.0734048938596716,0.007970827294873473,-0.0040796981595956905,-0.07079943436510017,0.007970827294873695,-0.3767432922706291,-0.07079943436510017,-0.31416172079362603
anthropic-haiku45,Indonesia,trait,-0.4184941083929179,-0.2746530721670274,0.0,1.3877787807814457e-17,0.0,-1.3877787807814457e-17,0.2746530721670274,-0.2746530721670274
anthropic-haiku45,Iran,domain,-0.3546409054221691,-0.06385320297074885,0.33850627513777626,-0.33850627513777626,-0.06385320297074885,0.06385320297074885,-0.33850627513777626,0.06385320297074885
anthropic-haiku45,Iran,role,1.8317459250867232,-0.2549775935631518,-0.011862342727849529,-0.262790729439178,-0.17085953440784862,-0.10379353775917877,0.07674014159912057,-0.187911596914482
anthropic-haiku45,Iran,trait,-0.4184941083929179,-1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,-0.2746530721670274,-0.2746530721670274,0.2746530721670274,-1.3877787807814457e-17
anthropic-haiku45,Italy,domain,-0.19223053240588645,0.5009166481540589,0.09855717004553378,-0.5009166481540589,0.09855717004553378,-0.5009166481540589,-0.09855717004553376,-0.09855717004553376
anthropic-haiku45,Italy,role,1.7526536684911753,0.08957908003490184,0.0559920669021321,-0.4583515450106573,-0.10300512477786705,-0.2993543533306581,-0.14011012605743534,0.018887065622563814
anthropic-haiku45,Italy,trait,-0.21731436933865533,0.07347333311276487,-0.20117973905426256,-0.47583281122128995,0.20117973905426256,-0.07347333311276484,0.2011797390542625,-0.20117973905426256
anthropic-haiku45,Japan,domain,0.16325093537677254,0.1793855656611653,-0.45403863782819276,-0.3699205786728895,-0.5817450437696904,0.307091971602663,-0.03243889943563559,0.0952675065058621
anthropic-haiku45,Japan,role,2.2675296048043103,0.057337069791380535,-0.0974227323101754,-0.2173160023756469,0.0011810856702194616,0.04952393391535442,0.20428373601691024,0.17723033985685205
anthropic-haiku45,Japan,trait,-0.5558206444764316,-0.13732653608351364,-0.1373265360835137,-0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,-0.1373265360835137
anthropic-haiku45,Kenya,domain,0.24063083642755045,-0.01788760545508418,0.2567654667119432,-0.9337780169874959,0.10981880048641345,0.017887605455084207,-0.2567654667119433,-0.10981880048641353
anthropic-haiku45,Kenya,role,2.146822603431637,-0.03495227555546965,-0.11907033471077305,-0.2530466617515265,-0.014780047742934121,0.16923800857631072,0.08511994942100748,-0.2745831494298267
