model_key,country,narrator_role,recipient_gender_condition,axis,n_unique_words,n_matched_tokens,H_raw,effective_vocab_size,H_normalized,simpson_concentration,gini_simpson_diversity,lexicon_coverage
anthropic-haiku45,Brazil,Cousin,female,role,7.0,9.0,1.8310204811135165,6.240251469155714,0.9409583900892995,0.18518518518518517,0.8148148148148149,0.011400651465798045
anthropic-haiku45,Brazil,Cousin,male,direct_marker,3.0,12.0,0.9184277849930976,2.505348345611202,0.8359889967247164,0.4305555555555556,0.5694444444444444,0.08571428571428572
anthropic-haiku45,Brazil,Cousin,male,domain,2.0,3.0,0.6365141682948128,1.8898815748423097,0.9182958340544894,0.5555555555555556,0.4444444444444444,0.06060606060606061
anthropic-haiku45,Brazil,Cousin,male,role,16.0,20.0,2.6923109941417858,14.765760106200775,0.9710459299447973,0.07500000000000001,0.925,0.026058631921824105
anthropic-haiku45,Brazil,Family Doctor,female,direct_marker,3.0,9.0,0.6837389058487535,1.9812716892692186,0.6223659728744494,0.6296296296296298,0.37037037037037024,0.08571428571428572
anthropic-haiku45,Brazil,Family Doctor,female,role,11.0,14.0,2.3419942522324244,10.401960023958633,0.9766874637103274,0.10204081632653061,0.8979591836734694,0.017915309446254073
anthropic-haiku45,Brazil,Family Doctor,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Brazil,Family Doctor,male,direct_marker,3.0,8.0,1.0397207708399179,2.82842712474619,0.946394630357186,0.375,0.625,0.08571428571428572
anthropic-haiku45,Brazil,Family Doctor,male,domain,2.0,3.0,0.6365141682948128,1.8898815748423097,0.9182958340544894,0.5555555555555556,0.4444444444444444,0.06060606060606061
anthropic-haiku45,Brazil,Family Doctor,male,role,15.0,20.0,2.649158683274018,14.142135623730947,0.9782531661325102,0.07500000000000002,0.9249999999999999,0.024429967426710098
anthropic-haiku45,Brazil,Family Doctor,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Brazil,Father,female,direct_marker,4.0,22.0,1.1672864936177827,3.2132615921727097,0.8420192178195209,0.35123966942148765,0.6487603305785123,0.11428571428571428
anthropic-haiku45,Brazil,Father,female,domain,1.0,2.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Brazil,Father,female,role,14.0,20.0,2.527519150841569,12.522401380590829,0.957735598419171,0.09000000000000002,0.9099999999999999,0.02280130293159609
anthropic-haiku45,Brazil,Father,male,direct_marker,3.0,11.0,0.9164648855394713,2.5004354220773655,0.8342022886441013,0.4380165289256198,0.5619834710743802,0.08571428571428572
